state,account_length,area_code,intl_plan,voicemail_plan,no_of_vmail_msgs,total_day_mins,total_day_calls,total_day_charge,total_eve_mins,total_eve_calls,total_eve_charge,total_night_mins,total_night_calls,total_night_charge,total_intl_mins,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_usage_mins,day_ratio,eve_ratio,night_ratio,intl_ratio,custserv_per_month,active_vmail,avg_cost_per_min
OR,6,408,0,0,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,0,552.4,0.4100289645184649,0.27534395365677045,0.2976104272266474,0.01701665459811731,15.0,0,0.17002207505518763
NV,107,510,1,0,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,0,689.7,0.3394229375090619,0.2364796288241264,0.4095983761055531,0.014499057561258518,0.2803738317757009,0,0.17001281503630927
AR,107,415,1,0,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,1,570.2,0.23377762188705717,0.3207646439845668,0.42283409330059624,0.022623640827779724,0.8411214953271028,0,0.16999249812453113
MT,138,415,0,0,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,0,509.2,0.26296150824823256,0.3267871170463472,0.3800078554595444,0.030243519245875886,0.2173913043478261,0,0.16997759522031367
CT,103,510,0,0,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,0,621.3000000000001,0.2578464509898599,0.22356349589570254,0.5029776275551263,0.01561242555931112,0.0,0,0.16997503121098628
UT,116,415,0,1,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,0,709.8000000000001,0.324880247957171,0.31572273879966184,0.3437588052972668,0.01563820794590025,0.0,1,0.16999132697311364
GA,189,408,0,0,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,0,615.8,0.3692757388762586,0.28580708022085094,0.334686586554076,0.010230594348814551,0.31746031746031744,0,0.1700087950747581
NV,161,415,0,0,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,0,574.2,0.12678509230233367,0.46516893068617204,0.38749564611633575,0.02055033089515848,0.3726708074534162,0,0.17005494505494506
TN,1,415,0,0,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0,711.1,0.27576993390521726,0.4169596399943749,0.29742652228941074,0.009843903810997047,30.0,0,0.17001529831718512
DE,89,408,0,0,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0,603.0999999999999,0.3268114740507379,0.2750787597413365,0.37688608854253036,0.02122367766539546,0.33707865168539325,0,0.1700152207001522
NY,64,408,0,0,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0,687.1,0.31960413331392806,0.4414204628147286,0.22485809925774997,0.014117304613593363,0.46875,0,0.16999089253187613
MT,126,415,0,1,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1,471.40000000000003,0.3254136614340263,0.32117098005939754,0.32626219770895204,0.027153160797624098,0.9523809523809523,1,0.17001303780964797
IA,129,415,0,0,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,0,618.4999999999999,0.34923201293451905,0.3021827000808408,0.34066289409862577,0.007922392886014554,0.46511627906976744,0,0.16999999999999998
VT,128,510,0,1,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,0,687.0999999999999,0.3244069276670063,0.3813127637898414,0.278562072478533,0.015718236064619417,0.0,1,0.1699865410497981
LA,81,415,0,1,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0,619.2,0.18717700258397932,0.3821059431524547,0.41182170542635654,0.0188953488372093,1.111111111111111,1,0.16997411561691111
MT,114,510,0,0,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,0,520.8,0.3644393241167435,0.28360215053763443,0.331605222734255,0.020353302611367127,0.2631578947368421,0,0.17002107481559536
NH,50,408,0,0,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,0,674.0,0.22952522255192875,0.4421364985163205,0.3118694362017804,0.016468842729970325,0.0,0,0.1700064641241112
WV,86,415,0,0,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,0,581.0999999999999,0.23472724143865087,0.3484770263293754,0.39700567888487354,0.01979005334710033,1.0465116279069768,0,0.17001466275659824
ID,96,408,0,0,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,0,622.7,0.2738076120122049,0.445639955034527,0.2609603340292275,0.019592098924040468,0.3125,0,0.17002932551319647
AZ,72,510,0,0,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0,578.5,0.4708729472774416,0.18651685393258427,0.320656871218669,0.0219533275713051,0.0,0,0.17000734214390603
SC,64,510,0,1,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0,617.4,0.3401360544217687,0.37690314220926463,0.2734045999352122,0.009556203433754455,3.75,1,0.17
WV,57,415,1,1,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,0,648.5,0.3646877409406322,0.25150346954510405,0.3649961449498843,0.018812644564379335,1.0526315789473684,1,0.17002114164904863
OH,65,510,0,0,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,0,663.0,0.2321266968325792,0.3319758672699849,0.4230769230769231,0.01282051282051282,0.9230769230769231,0,0.1699805068226121
MD,163,408,0,0,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,0,647.0999999999999,0.34461443362695104,0.3507958584453717,0.29099057332715195,0.013599134600525423,0.18404907975460122,0,0.16999999999999998
MD,136,415,0,0,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0,679.3000000000001,0.37155895775062564,0.24716620050051522,0.3655233328426321,0.015751508906226997,0.4411764705882353,0,0.1700079239302694
MN,116,408,0,0,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,0,617.8,0.32033020394949824,0.27209452897377795,0.38815150534153453,0.019423761735189383,0.25862068965517243,0,0.16998484082870136
NE,93,408,0,0,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,0,685.8000000000001,0.2222222222222222,0.4004082822980461,0.36774569845435984,0.009623797025371828,0.9677419354838709,0,0.17001312335958005
MN,142,510,0,1,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0,632.8000000000001,0.37515802781289503,0.2779709228824273,0.3323324905183312,0.014538558786346394,0.6338028169014085,1,0.1700084245998315
NY,92,408,0,0,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,0,666.0,0.3987987987987988,0.2713213213213213,0.31696696696696697,0.012912912912912912,0.32608695652173914,0,0.16999246987951805
HI,70,415,0,0,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1,0,680.8000000000001,0.28980611045828436,0.44917743830787304,0.2511750881316098,0.009841363102232667,0.42857142857142855,0,0.16999493157627976
MO,22,408,0,1,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,0,490.79999999999995,0.40566422167889166,0.45191524042379794,0.1338630806845966,0.008557457212713938,1.3636363636363638,1,0.17001506780512307
NV,37,415,0,0,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,0,666.3,0.35074290859972984,0.31202161188653765,0.31922557406573615,0.0180099054479964,1.6216216216216215,0,0.17000427899015833
MA,51,415,0,0,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1,0,662.0,0.2765861027190332,0.2418429003021148,0.4709969788519638,0.010574018126888218,0.5882352941176471,0,0.17001638448935008
NH,174,408,0,0,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0,518.0,0.2691119691119691,0.27683397683397687,0.4347490347490347,0.019305019305019305,0.3448275862068966,0,0.17001434720229555
UT,68,415,0,0,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,1,716.6,0.2984928830588892,0.3635221881105219,0.32626290817750486,0.011722020653084008,0.4411764705882353,0,0.1699859747545582
FL,130,415,0,0,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,0,613.8,0.33740632127728903,0.3260019550342131,0.31638970348647766,0.020202020202020204,0.23076923076923078,0,0.1700144857556736
WA,104,415,0,0,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,0,557.1999999999999,0.2507178750897344,0.36360373295046666,0.3653984206748026,0.020279971284996413,0.5769230769230769,0,0.1700071581961346
CT,134,408,0,0,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,0,609.1,0.2909210310293876,0.37547200788047935,0.3189952388770317,0.014611722213101298,0.44776119402985076,0,0.16997742663656887
KY,108,415,0,1,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,0,567.6,0.29915433403805497,0.3060253699788583,0.37808315715292456,0.016737138830162087,0.5555555555555556,1,0.17002355712603062
NM,103,415,0,0,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,0,649.1,0.2672931751656139,0.3763672777692189,0.34139577877060545,0.0149437682945617,0.8737864077669903,0,0.17002881844380405
ND,62,510,0,0,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,0,600.9,0.26610084872690964,0.2865701447828258,0.4380096521883841,0.009319354301880512,0.48387096774193544,0,0.1699812382739212
NV,162,415,0,0,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,0,535.6999999999999,0.21485906290834425,0.36736979652790747,0.3964905730819489,0.021280567481799517,0.37037037037037035,0,0.17002606429192008
CA,93,510,0,1,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,0,399.9,0.34208552138034515,0.4488622155538885,0.17779444861215304,0.031257814453613406,0.6451612903225806,1,0.17002923976608186
ID,42,415,0,0,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,0,445.6,0.20691202872531417,0.47396768402154393,0.28972172351885095,0.029398563734290842,0.7142857142857143,0,0.16995661605206072
OK,155,415,0,1,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,0,603.9999999999999,0.4038079470198676,0.22019867549668878,0.3538079470198676,0.022185430463576163,0.3870967741935484,1,0.16998769987699877
IA,36,510,0,0,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,0,582.8,0.20092656142759094,0.40391214824982846,0.3797185998627317,0.015442690459849006,0.0,0,0.17002561912894962
OH,143,415,0,0,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0,1,597.9,0.37347382505435694,0.27947817360762667,0.3395216591403245,0.007526342197691922,0.0,0,0.16999552171965965
NJ,197,510,0,0,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,0,564.2,0.27437079049982277,0.303970223325062,0.4028713222261609,0.01878766394895427,0.4568527918781726,0,0.17002583979328165
IA,81,510,0,0,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,1,756.9,0.34535605760338217,0.284978200554895,0.3590963139120095,0.010569427929713304,0.37037037037037035,0,0.17000765110941088
DE,138,510,1,0,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1,409.6,0.113525390625,0.4541015625,0.408935546875,0.023437499999999997,0.8695652173913044,0,0.17010752688172043
CA,103,415,0,1,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1,503.8,0.29753870583564906,0.33922191345772135,0.34041286224692335,0.022826518459706232,0.0,1,0.16997998665777184
WY,127,510,1,0,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,1,734.1999999999999,0.3298828657041678,0.30795423590302373,0.34323072732225557,0.018932171070552985,0.47244094488188976,0,0.16998348472336913
OR,136,510,0,0,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,1,736.5,0.35220638153428374,0.23448744059742022,0.39877800407331976,0.014528173794976238,0.22058823529411764,0,0.17000771010023133
ME,99,415,0,0,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,0,657.9000000000001,0.33804529563763486,0.28241374069007447,0.3613011095911232,0.018239854081167347,0.6060606060606061,0,0.1700089928057554
AR,95,415,0,0,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,0,489.0,0.14192229038854806,0.3901840490797546,0.44969325153374234,0.01820040899795501,0.0,0,0.17002881844380402
ME,118,408,1,1,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,1,535.5,0.29225023342670403,0.3906629318394024,0.29635854341736695,0.02072829131652661,1.0169491525423728,1,0.17003194888178913
WV,113,415,0,0,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,1,364.59999999999997,0.167855183763028,0.25315414152495885,0.5414152495885903,0.037575425123422934,1.3274336283185841,0,0.16993464052287582
PA,128,408,1,0,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,0,509.7,0.4810672944869531,0.19913674710614088,0.29880321757896805,0.020992740827938002,0.0,0,0.1699836867862969
HI,117,408,0,0,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,0,452.9,0.22587767719143298,0.29852064473393686,0.4409361890041952,0.03466548907043498,0.7692307692307693,0,0.16999022482893453
MT,48,415,0,1,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,0,676.1,0.3415175269930484,0.24789232362076613,0.3993492086969383,0.011240940689247152,1.875,1,0.16998700736249459
DC,81,510,1,0,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,0,708.9999999999999,0.32073342736248245,0.2983074753173484,0.3641748942172074,0.01678420310296192,0.0,0,0.1700087950747581
AR,57,510,0,0,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,0,599.0,0.3218697829716194,0.2637729549248748,0.39315525876460766,0.021202003338898164,0.5263157894736842,0,0.1700207468879668
MS,140,408,0,0,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,0,518.6,0.3135364442730428,0.39760894716544537,0.27304280755881216,0.015811801002699574,0.21428571428571427,0,0.16998769987699877
OH,107,510,0,1,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,0,515.0,0.4260194174757282,0.3504854368932039,0.20213592233009708,0.021359223300970873,0.5607476635514018,1,0.17000911577028258
MO,56,415,0,0,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,0,499.70000000000005,0.27456473884330596,0.3319991995197118,0.3648188913348009,0.02861717030218131,0.5357142857142857,0,0.16997084548104957
TX,159,415,0,0,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,0,547.0,0.1603290676416819,0.5085923217550274,0.31188299817184645,0.019195612431444242,0.18867924528301888,0,0.17001140250855187
MD,102,415,0,0,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,0,622.5999999999999,0.43543205910697086,0.2762608416318664,0.27176357211692903,0.016543527144233863,0.29411764705882354,0,0.1700110660272962
CT,107,408,0,0,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,0,534.3000000000001,0.19352423731985774,0.35429533969679955,0.42522927194460036,0.026951151038742276,0.2803738317757009,0,0.17001934235976787
SC,106,408,0,0,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,0,396.0,0.13181818181818183,0.5558080808080808,0.28358585858585855,0.02878787878787879,0.5660377358490566,0,0.16992337164750956
MI,225,415,0,0,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,1,657.8000000000001,0.2514442079659471,0.41608391608391604,0.3192459714198844,0.013225904530252354,0.0,0,0.17001209189842806
SD,75,408,0,0,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0,490.59999999999997,0.3006522625356706,0.39074602527517327,0.2751732572360375,0.03342845495311863,0.8,0,0.17003389830508472
CO,86,415,0,0,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,0,672.5,0.3238661710037175,0.31925650557620816,0.3400743494423792,0.016802973977695167,0.0,0,0.17001836547291094
ID,169,415,0,0,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,0,606.8,0.38843111404087016,0.225609756097561,0.36404087013843117,0.021918259723137774,0.17751479289940827,0,0.17000424268137465
AZ,122,510,0,1,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2,0,557.7,0.3666845974538282,0.25031378877532723,0.367581136811906,0.015420476958938495,0.49180327868852464,1,0.17002444987775062
FL,106,408,0,0,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0,694.9,0.2567275867031228,0.3554468268815657,0.37401064901424663,0.013814937401064901,0.0,0,0.17001121076233183
MN,52,415,0,1,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,0,680.1999999999999,0.1912672743310791,0.3634225227874155,0.4254630990885034,0.01984710379300206,1.1538461538461537,1,0.17002305918524213
DE,79,415,0,1,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,0,611.4,0.16961072947333988,0.3864900228982663,0.4196925089957475,0.02420673863264639,0.759493670886076,1,0.1700096432015429
MI,135,415,0,0,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,0,640.1,0.37478518981409153,0.2766755194500859,0.339321980940478,0.009217309795344478,0.4444444444444444,0,0.16998749478949562
MS,70,408,0,0,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0,575.9,0.2576836256294496,0.4637957978815767,0.26306650460149333,0.015454071887480467,0.0,0,0.1700134770889488
MA,80,408,0,0,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,0,573.0999999999999,0.25929157215145704,0.3678241144651894,0.35543535159658,0.01744896178677369,0.75,0,0.16998654104979813
CA,37,415,0,0,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,0,540.6999999999999,0.35343073793231,0.2389495098945811,0.38376179027186985,0.02385796190123914,0.0,0,0.17001569858712717
MN,161,415,0,1,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,0,543.5999999999999,0.40194996320824145,0.20732155997056664,0.377299484915379,0.0134289919058131,0.1863354037267081,1,0.1700228832951945
VT,137,510,0,0,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,0,582.1,0.16749699364370382,0.3363683215942278,0.4961346847620684,0.0,0.21897810218978103,0,0.17005128205128203
CT,123,415,0,0,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0,455.5,0.2825466520307354,0.2581778265642151,0.43556531284302963,0.02371020856201976,0.0,0,0.17000777000777
WV,80,415,0,1,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,0,653.1,0.3622722400857449,0.30240391976726383,0.32077782881641403,0.014546011330577247,0.75,1,0.16999154691462384
WV,94,415,0,0,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,0,607.8000000000001,0.14132938466600856,0.37298453438631124,0.4600197433366239,0.025666337611056265,0.0,0,0.169965075669383
NE,105,415,0,1,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,0,594.6999999999999,0.2374306372961157,0.28199091979149155,0.46140911383891037,0.01916932907348243,0.2857142857142857,1,0.16997167138810199
NC,73,415,0,1,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,0,612.0,0.3176470588235294,0.2875816993464052,0.37598039215686274,0.018790849673202614,0.0,1,0.1700102880658436
NE,112,415,0,0,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,0,620.8,0.2699742268041237,0.2488724226804124,0.4532860824742268,0.027867268041237115,0.5357142857142857,0,0.16998806682577566
IL,179,408,0,0,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0,596.2,0.39332438778933243,0.27541093592754107,0.3210332103321033,0.010231465951023146,0.16759776536312848,0,0.17002132196162045
MA,57,510,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0,614.5,0.2509357200976403,0.32009764035801463,0.41253051261187956,0.01643612693246542,0.5263157894736842,0,0.16997405966277562
AZ,127,415,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0,546.3000000000001,0.26212703642687163,0.3110012813472451,0.405637927878455,0.02123375434742815,0.23622047244094488,1,0.16997206703910617
SD,122,415,1,1,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,0,664.7,0.32556040318940876,0.3756581916654129,0.2796750413720475,0.019106363773130734,0.24590163934426232,1,0.17000924214417745
MT,33,510,0,1,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,0,512.6,0.31584081154896604,0.2949668357393679,0.37261022239563013,0.016582130316035896,0.9090909090909091,1,0.16998147004323655
VT,94,408,0,0,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,0,506.4,0.23439968404423384,0.40501579778830965,0.3400473933649289,0.02053712480252765,0.9574468085106383,0,0.1700084245998315
UT,100,408,0,0,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,0,572.6,0.312783793223891,0.34334614041215505,0.32605658400279425,0.01781348236115962,0.3,0,0.17001675041876047
HI,106,415,0,0,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,0,528.1,0.280060594584359,0.39632645332323424,0.3069494413936754,0.0166635106987313,0.5660377358490566,0,0.16997971602434075
DC,148,415,0,1,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0,451.9,0.46293427749502103,0.2580216862137641,0.24253153352511617,0.036512502766098694,0.4054054054054054,1,0.16998087954110902
WI,120,415,0,1,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0,744.0000000000001,0.3283602150537634,0.43319892473118277,0.22419354838709676,0.014247311827956986,0.0,1,0.16999590667212444
UT,91,415,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0,587.1,0.29858627150400274,0.44677227048203033,0.24510304888434678,0.009538409129620166,0.32967032967032966,1,0.1699942954934398
WA,86,510,0,0,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0,551.0,0.2731397459165154,0.21833030852994556,0.4921960072595281,0.016333938294010888,0.3488372093023256,0,0.17003322259136214
SD,78,415,0,1,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0,718.0,0.2749303621169917,0.4118384401114206,0.2948467966573816,0.01838440111420613,0.0,1,0.17001013171225937
MT,94,510,0,0,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,0,573.2,0.2852407536636427,0.2506978367062107,0.442079553384508,0.021981856245638517,0.3191489361702128,0,0.17003058103975535
NJ,85,415,0,0,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1,755.1,0.3137332803602172,0.26181962653953117,0.40934975499933784,0.015097338100913786,0.7058823529411764,0,0.16998733642887295
CT,89,415,0,0,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0,451.4,0.1823216659282233,0.37040319007532124,0.43132476739034115,0.015950376606114314,0.33707865168539325,0,0.16998784933171326
VA,128,415,0,0,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0,609.4000000000001,0.35444699704627497,0.25221529373153917,0.37249753856252044,0.02084017065966524,0.234375,0,0.16999999999999998
NC,115,415,1,0,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0,608.3,0.2959066250205491,0.3268124280782509,0.3568962682886734,0.020384678612526717,0.2608695652173913,0,0.17
AK,76,415,0,0,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,0,561.6999999999999,0.25583051450952465,0.30817162186220404,0.42567206693964754,0.010325796688623821,0.39473684210526316,0,0.1700069589422408
MD,75,415,0,1,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0,619.4999999999999,0.31993543179983863,0.45262308313155775,0.20920096852300246,0.018240516545601295,0.4,1,0.16997981836528758
IL,90,415,0,1,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,568.5,0.3264731750219877,0.3864555848724714,0.2675461741424802,0.019525065963060684,0.6666666666666666,1,0.16998922413793105
CT,30,408,0,0,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,493.1,0.27905090245386327,0.3285337659703914,0.38065301155952136,0.011762320016223888,3.0,0,0.16998546511627907
KS,105,415,1,0,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,818.6999999999999,0.3345547819714181,0.3402955905704166,0.31183583730304143,0.013313790155123979,0.2857142857142857,0,0.16998904709748086
MA,102,415,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,441.0,0.2841269841269841,0.3201814058956916,0.38140589569160993,0.014285714285714285,0.8823529411764706,1,0.16999201915403034
NJ,83,415,0,0,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,534.2,0.33470610258330213,0.31430175964058404,0.33489329839011606,0.01609883938599775,1.0843373493975903,0,0.17002237136465323
AR,63,510,0,1,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,592.1000000000001,0.36294544840398574,0.3347407532511399,0.2884647863536564,0.013849011991217696,0.0,1,0.1699860400186133
MS,155,408,0,0,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,541.0,0.30129390018484287,0.3768946395563771,0.29390018484288355,0.027911275415896487,0.3870967741935484,0,0.17
ND,82,415,0,1,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,0,386.80000000000007,0.42347466390899685,0.34875904860392964,0.20501551189245085,0.022750775594622543,0.7317073170731707,1,0.17002442002442003
IN,87,510,0,0,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,0,629.4999999999999,0.301032565528197,0.32549642573471016,0.35218427323272444,0.02128673550436855,0.3448275862068966,0,0.1700263852242744
